DateID,Date,DayofWeek,Month,Quarter,Year,Isweekend
20141221,21-12-2014,6,12,4,2014,TRUE
20141222,22-12-2014,0,12,4,2014,FALSE
20141223,23-12-2014,1,12,4,2014,FALSE
20141224,24-12-2014,2,12,4,2014,FALSE
20141225,25-12-2014,3,12,4,2014,FALSE
20141226,26-12-2014,4,12,4,2014,FALSE
20141227,27-12-2014,5,12,4,2014,TRUE
20141228,28-12-2014,6,12,4,2014,TRUE
20141229,29-12-2014,0,12,4,2014,FALSE
20141230,30-12-2014,1,12,4,2014,FALSE
20141231,31-12-2014,2,12,4,2014,FALSE
20150101,01-01-2015,3,1,1,2015,FALSE
20150102,02-01-2015,4,1,1,2015,FALSE
20150103,03-01-2015,5,1,1,2015,TRUE
20150104,04-01-2015,6,1,1,2015,TRUE
20150105,05-01-2015,0,1,1,2015,FALSE
20150106,06-01-2015,1,1,1,2015,FALSE
20150107,07-01-2015,2,1,1,2015,FALSE
20150108,08-01-2015,3,1,1,2015,FALSE
20150109,09-01-2015,4,1,1,2015,FALSE
20150110,10-01-2015,5,1,1,2015,TRUE
20150111,11-01-2015,6,1,1,2015,TRUE
20150112,12-01-2015,0,1,1,2015,FALSE
20150113,13-01-2015,1,1,1,2015,FALSE
20150114,14-01-2015,2,1,1,2015,FALSE
20150115,15-01-2015,3,1,1,2015,FALSE
20150116,16-01-2015,4,1,1,2015,FALSE
20150117,17-01-2015,5,1,1,2015,TRUE
20150118,18-01-2015,6,1,1,2015,TRUE
20150119,19-01-2015,0,1,1,2015,FALSE
20150120,20-01-2015,1,1,1,2015,FALSE
20150121,21-01-2015,2,1,1,2015,FALSE
20150122,22-01-2015,3,1,1,2015,FALSE
20150123,23-01-2015,4,1,1,2015,FALSE
20150124,24-01-2015,5,1,1,2015,TRUE
20150125,25-01-2015,6,1,1,2015,TRUE
20150126,26-01-2015,0,1,1,2015,FALSE
20150127,27-01-2015,1,1,1,2015,FALSE
20150128,28-01-2015,2,1,1,2015,FALSE
20150129,29-01-2015,3,1,1,2015,FALSE
20150130,30-01-2015,4,1,1,2015,FALSE
20150131,31-01-2015,5,1,1,2015,TRUE
20150201,01-02-2015,6,2,1,2015,TRUE
20150202,02-02-2015,0,2,1,2015,FALSE
20150203,03-02-2015,1,2,1,2015,FALSE
20150204,04-02-2015,2,2,1,2015,FALSE
20150205,05-02-2015,3,2,1,2015,FALSE
20150206,06-02-2015,4,2,1,2015,FALSE
20150207,07-02-2015,5,2,1,2015,TRUE
20150208,08-02-2015,6,2,1,2015,TRUE
20150209,09-02-2015,0,2,1,2015,FALSE
20150210,10-02-2015,1,2,1,2015,FALSE
20150211,11-02-2015,2,2,1,2015,FALSE
20150212,12-02-2015,3,2,1,2015,FALSE
20150213,13-02-2015,4,2,1,2015,FALSE
20150214,14-02-2015,5,2,1,2015,TRUE
20150215,15-02-2015,6,2,1,2015,TRUE
20150216,16-02-2015,0,2,1,2015,FALSE
20150217,17-02-2015,1,2,1,2015,FALSE
20150218,18-02-2015,2,2,1,2015,FALSE
20150219,19-02-2015,3,2,1,2015,FALSE
20150220,20-02-2015,4,2,1,2015,FALSE
20150221,21-02-2015,5,2,1,2015,TRUE
20150222,22-02-2015,6,2,1,2015,TRUE
20150223,23-02-2015,0,2,1,2015,FALSE
20150224,24-02-2015,1,2,1,2015,FALSE
20150225,25-02-2015,2,2,1,2015,FALSE
20150226,26-02-2015,3,2,1,2015,FALSE
20150227,27-02-2015,4,2,1,2015,FALSE
20150228,28-02-2015,5,2,1,2015,TRUE
20150301,01-03-2015,6,3,1,2015,TRUE
20150302,02-03-2015,0,3,1,2015,FALSE
20150303,03-03-2015,1,3,1,2015,FALSE
20150304,04-03-2015,2,3,1,2015,FALSE
20150305,05-03-2015,3,3,1,2015,FALSE
20150306,06-03-2015,4,3,1,2015,FALSE
20150307,07-03-2015,5,3,1,2015,TRUE
20150308,08-03-2015,6,3,1,2015,TRUE
20150309,09-03-2015,0,3,1,2015,FALSE
20150310,10-03-2015,1,3,1,2015,FALSE
20150311,11-03-2015,2,3,1,2015,FALSE
20150312,12-03-2015,3,3,1,2015,FALSE
20150313,13-03-2015,4,3,1,2015,FALSE
20150314,14-03-2015,5,3,1,2015,TRUE
20150315,15-03-2015,6,3,1,2015,TRUE
20150316,16-03-2015,0,3,1,2015,FALSE
20150317,17-03-2015,1,3,1,2015,FALSE
20150318,18-03-2015,2,3,1,2015,FALSE
20150319,19-03-2015,3,3,1,2015,FALSE
20150320,20-03-2015,4,3,1,2015,FALSE
20150321,21-03-2015,5,3,1,2015,TRUE
20150322,22-03-2015,6,3,1,2015,TRUE
20150323,23-03-2015,0,3,1,2015,FALSE
20150324,24-03-2015,1,3,1,2015,FALSE
20150325,25-03-2015,2,3,1,2015,FALSE
20150326,26-03-2015,3,3,1,2015,FALSE
20150327,27-03-2015,4,3,1,2015,FALSE
20150328,28-03-2015,5,3,1,2015,TRUE
20150329,29-03-2015,6,3,1,2015,TRUE
20150330,30-03-2015,0,3,1,2015,FALSE
20150331,31-03-2015,1,3,1,2015,FALSE
20150401,01-04-2015,2,4,2,2015,FALSE
20150402,02-04-2015,3,4,2,2015,FALSE
20150403,03-04-2015,4,4,2,2015,FALSE
20150404,04-04-2015,5,4,2,2015,TRUE
20150405,05-04-2015,6,4,2,2015,TRUE
20150406,06-04-2015,0,4,2,2015,FALSE
20150407,07-04-2015,1,4,2,2015,FALSE
20150408,08-04-2015,2,4,2,2015,FALSE
20150409,09-04-2015,3,4,2,2015,FALSE
20150410,10-04-2015,4,4,2,2015,FALSE
20150411,11-04-2015,5,4,2,2015,TRUE
20150412,12-04-2015,6,4,2,2015,TRUE
20150413,13-04-2015,0,4,2,2015,FALSE
20150414,14-04-2015,1,4,2,2015,FALSE
20150415,15-04-2015,2,4,2,2015,FALSE
20150416,16-04-2015,3,4,2,2015,FALSE
20150417,17-04-2015,4,4,2,2015,FALSE
20150418,18-04-2015,5,4,2,2015,TRUE
20150419,19-04-2015,6,4,2,2015,TRUE
20150420,20-04-2015,0,4,2,2015,FALSE
20150421,21-04-2015,1,4,2,2015,FALSE
20150422,22-04-2015,2,4,2,2015,FALSE
20150423,23-04-2015,3,4,2,2015,FALSE
20150424,24-04-2015,4,4,2,2015,FALSE
20150425,25-04-2015,5,4,2,2015,TRUE
20150426,26-04-2015,6,4,2,2015,TRUE
20150427,27-04-2015,0,4,2,2015,FALSE
20150428,28-04-2015,1,4,2,2015,FALSE
20150429,29-04-2015,2,4,2,2015,FALSE
20150430,30-04-2015,3,4,2,2015,FALSE
20150501,01-05-2015,4,5,2,2015,FALSE
20150502,02-05-2015,5,5,2,2015,TRUE
20150503,03-05-2015,6,5,2,2015,TRUE
20150504,04-05-2015,0,5,2,2015,FALSE
20150505,05-05-2015,1,5,2,2015,FALSE
20150506,06-05-2015,2,5,2,2015,FALSE
20150507,07-05-2015,3,5,2,2015,FALSE
20150508,08-05-2015,4,5,2,2015,FALSE
20150509,09-05-2015,5,5,2,2015,TRUE
20150510,10-05-2015,6,5,2,2015,TRUE
20150511,11-05-2015,0,5,2,2015,FALSE
20150512,12-05-2015,1,5,2,2015,FALSE
20150513,13-05-2015,2,5,2,2015,FALSE
20150514,14-05-2015,3,5,2,2015,FALSE
20150515,15-05-2015,4,5,2,2015,FALSE
20150516,16-05-2015,5,5,2,2015,TRUE
20150517,17-05-2015,6,5,2,2015,TRUE
20150518,18-05-2015,0,5,2,2015,FALSE
20150519,19-05-2015,1,5,2,2015,FALSE
20150520,20-05-2015,2,5,2,2015,FALSE
20150521,21-05-2015,3,5,2,2015,FALSE
20150522,22-05-2015,4,5,2,2015,FALSE
20150523,23-05-2015,5,5,2,2015,TRUE
20150524,24-05-2015,6,5,2,2015,TRUE
20150525,25-05-2015,0,5,2,2015,FALSE
20150526,26-05-2015,1,5,2,2015,FALSE
20150527,27-05-2015,2,5,2,2015,FALSE
20150528,28-05-2015,3,5,2,2015,FALSE
20150529,29-05-2015,4,5,2,2015,FALSE
20150530,30-05-2015,5,5,2,2015,TRUE
20150531,31-05-2015,6,5,2,2015,TRUE
20150601,01-06-2015,0,6,2,2015,FALSE
20150602,02-06-2015,1,6,2,2015,FALSE
20150603,03-06-2015,2,6,2,2015,FALSE
20150604,04-06-2015,3,6,2,2015,FALSE
20150605,05-06-2015,4,6,2,2015,FALSE
20150606,06-06-2015,5,6,2,2015,TRUE
20150607,07-06-2015,6,6,2,2015,TRUE
20150608,08-06-2015,0,6,2,2015,FALSE
20150609,09-06-2015,1,6,2,2015,FALSE
20150610,10-06-2015,2,6,2,2015,FALSE
20150611,11-06-2015,3,6,2,2015,FALSE
20150612,12-06-2015,4,6,2,2015,FALSE
20150613,13-06-2015,5,6,2,2015,TRUE
20150614,14-06-2015,6,6,2,2015,TRUE
20150615,15-06-2015,0,6,2,2015,FALSE
20150616,16-06-2015,1,6,2,2015,FALSE
20150617,17-06-2015,2,6,2,2015,FALSE
20150618,18-06-2015,3,6,2,2015,FALSE
20150619,19-06-2015,4,6,2,2015,FALSE
20150620,20-06-2015,5,6,2,2015,TRUE
20150621,21-06-2015,6,6,2,2015,TRUE
20150622,22-06-2015,0,6,2,2015,FALSE
20150623,23-06-2015,1,6,2,2015,FALSE
20150624,24-06-2015,2,6,2,2015,FALSE
20150625,25-06-2015,3,6,2,2015,FALSE
20150626,26-06-2015,4,6,2,2015,FALSE
20150627,27-06-2015,5,6,2,2015,TRUE
20150628,28-06-2015,6,6,2,2015,TRUE
20150629,29-06-2015,0,6,2,2015,FALSE
20150630,30-06-2015,1,6,2,2015,FALSE
20150701,01-07-2015,2,7,3,2015,FALSE
20150702,02-07-2015,3,7,3,2015,FALSE
20150703,03-07-2015,4,7,3,2015,FALSE
20150704,04-07-2015,5,7,3,2015,TRUE
20150705,05-07-2015,6,7,3,2015,TRUE
20150706,06-07-2015,0,7,3,2015,FALSE
